frame,track_id,direction,class,img_x,img_y,world_x_m,world_y_m,speed_kmh,lane,conf
8706,634,West,car,51,586,6.432,13.861,0.1,2,0.319
8707,639,North,truck,610,374,3.313,-6.065,12.5,2,0.943
8707,564,North,car,644,282,5.154,-4.234,9.0,3,0.897
8707,579,West,car,334,493,5.566,3.198,0.1,2,0.893
8707,600,West,car,221,451,3.76,6.53,0.0,3,0.877
8707,594,West,car,145,549,5.932,9.707,0.0,2,0.869
8707,635,North,car,767,227,8.467,-3.443,7.1,3,0.851
8707,588,West,car,315,610,8.204,4.271,0.0,1,0.823
8707,593,West,car,135,652,8.642,10.46,0.0,1,0.818
8707,647,North,car,466,159,2.222,3.639,11.1,1,0.664
8707,610,East,car,939,185,4.331,3.675,0.0,3,0.636
8707,642,North,car,542,176,4.739,0.831,8.4,2,0.554
8707,638,East,car,856,152,1.153,2.583,0.3,1,0.514
8707,650,North,car,494,116,4.609,7.147,5.8,2,0.458
8707,636,North,car,536,114,6.456,5.802,3.5,3,0.411
8707,574,South,car,956,689,0.796,14.333,0.0,3,0.341
8707,595,East,car,907,143,1.655,5.617,0.8,1,0.336
8707,634,West,car,51,587,6.44,13.86,0.1,2,0.27
8708,639,North,truck,614,379,3.345,-6.169,12.6,2,0.957
8708,564,North,car,648,286,5.168,-4.345,9.1,3,0.898
8708,579,West,car,334,493,5.566,3.199,0.1,2,0.892
8708,600,West,car,221,451,3.759,6.531,0.0,3,0.874
8708,635,North,car,772,228,8.523,-3.49,7.1,3,0.87
8708,594,West,car,145,549,5.932,9.707,0.0,2,0.865
8708,593,West,car,135,652,8.641,10.46,0.0,1,0.812
8708,647,North,car,467,160,2.246,3.532,11.1,1,0.647
8708,610,East,car,939,185,4.33,3.677,0.0,3,0.631
8708,642,North,car,544,178,4.727,0.701,8.7,2,0.609
8708,638,East,car,856,152,1.152,2.583,0.3,1,0.513
8708,588,West,car,315,610,8.204,4.27,0.0,1,0.486
8708,650,North,car,495,116,4.626,7.101,6.0,2,0.466
8708,636,North,car,536,115,6.446,5.776,3.4,3,0.397
8708,595,East,car,907,143,1.655,5.615,0.7,1,0.337
8708,574,South,car,956,689,0.796,14.333,0.0,3,0.315
8708,634,West,car,51,586,6.438,13.861,0.1,2,0.267
8709,639,North,truck,619,385,3.364,-6.285,12.6,3,0.959
8709,564,North,car,651,289,5.18,-4.428,9.3,3,0.896
8709,579,West,car,334,493,5.568,3.197,0.0,2,0.891
8709,600,West,car,221,451,3.76,6.532,0.0,3,0.871
8709,588,West,car,315,610,8.203,4.27,0.0,1,0.864
8709,594,West,car,145,549,5.933,9.708,0.0,2,0.862
8709,635,North,car,778,228,8.597,-3.541,7.2,3,0.857
8709,593,West,car,135,652,8.642,10.46,0.0,1,0.81
8709,642,North,car,545,179,4.745,0.632,8.8,2,0.643
8709,610,East,car,939,185,4.33,3.676,0.0,3,0.629
8709,647,North,car,468,161,2.265,3.45,11.4,1,0.596
8709,638,East,car,856,152,1.153,2.584,0.2,1,0.493
8709,650,North,car,495,117,4.624,7.078,5.9,2,0.478
8709,636,North,car,537,115,6.454,5.73,3.5,3,0.367
8709,595,East,car,907,143,1.664,5.609,0.8,1,0.341
8709,574,South,car,956,689,0.796,14.333,0.0,3,0.336
8709,634,West,car,51,587,6.445,13.86,0.1,2,0.268
8710,639,North,truck,623,390,3.384,-6.375,12.5,3,0.958
8710,564,North,car,653,292,5.179,-4.514,9.3,3,0.899
8710,579,West,car,334,493,5.566,3.198,0.1,2,0.892
8710,600,West,car,221,451,3.76,6.532,0.0,3,0.873
8710,594,West,car,145,549,5.932,9.708,0.0,2,0.862
8710,635,North,car,781,229,8.641,-3.571,7.2,3,0.86
8710,593,West,car,135,652,8.642,10.46,0.0,1,0.808
8710,588,West,car,315,610,8.2,4.274,0.0,1,0.685
8710,647,North,car,468,163,2.244,3.267,11.2,1,0.629
8710,610,East,car,939,185,4.331,3.674,0.0,3,0.624
8710,642,North,car,546,180,4.739,0.516,8.9,2,0.583
8710,638,East,car,856,152,1.152,2.586,0.2,1,0.499
8710,650,North,car,495,117,4.623,6.97,6.1,2,0.465
8710,574,South,car,956,689,0.796,14.333,0.0,3,0.367
8710,636,North,car,537,115,6.462,5.701,3.4,3,0.359
8710,595,East,car,907,143,1.661,5.608,0.7,1,0.337
8711,639,North,truck,627,397,3.402,-6.49,12.3,3,0.951
8711,564,North,car,656,294,5.181,-4.594,9.3,3,0.898
8711,579,West,car,334,493,5.563,3.196,0.1,2,0.893
8711,600,West,car,221,451,3.76,6.532,0.0,3,0.87
8711,635,North,car,785,229,8.688,-3.601,7.1,3,0.863
8711,594,West,car,145,549,5.933,9.708,0.0,2,0.86
8711,588,West,car,315,610,8.203,4.275,0.0,1,0.825
8711,593,West,car,135,652,8.642,10.46,0.0,1,0.81
8711,610,East,car,939,185,4.33,3.673,0.0,3,0.627
8711,642,North,car,547,182,4.744,0.425,8.6,2,0.594
8711,647,North,car,469,165,2.253,3.08,11.5,1,0.543
8711,638,East,car,856,152,1.152,2.587,0.2,1,0.491
8711,650,North,car,496,118,4.6,6.844,6.5,2,0.457
8711,574,South,car,956,689,0.796,14.333,0.0,3,0.376
8711,636,North,car,538,116,6.474,5.627,3.6,3,0.358
8711,595,East,car,907,143,1.662,5.594,0.7,1,0.352
8711,634,West,car,51,587,6.448,13.86,0.1,2,0.259
8712,639,North,truck,632,403,3.414,-6.6,12.2,3,0.951
8712,564,North,car,659,298,5.187,-4.682,9.1,3,0.914
8712,579,West,car,334,493,5.562,3.196,0.1,2,0.898
8712,600,West,car,221,451,3.76,6.531,0.0,3,0.879
8712,635,North,car,789,230,8.739,-3.638,7.1,3,0.876
8712,588,West,car,315,610,8.203,4.274,0.0,1,0.87
8712,594,West,car,145,549,5.933,9.708,0.0,2,0.867
8712,593,West,car,135,652,8.643,10.461,0.0,1,0.818
8712,642,North,car,548,183,4.753,0.358,8.6,2,0.709
8712,610,East,car,939,185,4.33,3.675,0.0,3,0.652
8712,647,North,car,471,166,2.292,2.981,11.5,1,0.578
8712,638,East,car,856,152,1.152,2.588,0.2,1,0.521
8712,650,North,car,496,119,4.619,6.802,6.5,2,0.424
8712,636,North,car,538,115,6.484,5.643,3.4,3,0.401
8712,574,South,car,956,689,0.796,14.333,0.0,3,0.393
8712,595,East,car,907,143,1.658,5.596,0.7,1,0.365
8712,634,West,car,51,587,6.449,13.86,0.1,2,0.261
8713,639,North,truck,636,410,3.421,-6.717,12.2,3,0.955
8713,564,North,car,662,301,5.187,-4.773,9.1,3,0.91
8713,579,West,car,334,493,5.562,3.196,0.1,2,0.894
8713,600,West,car,221,451,3.759,6.533,0.0,3,0.875
8713,594,West,car,145,549,5.932,9.708,0.0,2,0.865
8713,635,North,car,793,231,8.78,-3.683,7.0,3,0.826
8713,593,West,car,135,652,8.642,10.461,0.0,1,0.809
8713,588,West,car,315,610,8.203,4.275,0.0,1,0.762
8713,642,North,car,549,184,4.758,0.283,8.7,2,0.7
8713,610,East,car,939,185,4.331,3.679,0.0,3,0.64
8713,647,North,car,472,167,2.311,2.873,11.2,1,0.624
8713,638,East,car,856,152,1.152,2.586,0.2,1,0.505
8713,636,North,car,538,116,6.473,5.581,3.6,3,0.414
8713,574,South,car,956,689,0.796,14.332,0.0,3,0.388
8713,595,East,car,907,143,1.658,5.604,0.6,1,0.352
8713,634,West,car,51,587,6.447,13.859,0.1,2,0.261
8714,639,North,truck,641,417,3.441,-6.829,12.2,3,0.967
8714,579,West,car,334,493,5.562,3.196,0.1,2,0.893
8714,564,North,car,665,304,5.21,-4.844,9.1,3,0.884
8714,600,West,car,221,451,3.759,6.533,0.0,3,0.873
8714,594,West,car,145,549,5.933,9.708,0.0,2,0.867
8714,635,North,car,799,231,8.848,-3.722,7.0,3,0.858
8714,588,West,car,315,610,8.203,4.273,0.0,1,0.813
8714,593,West,car,135,652,8.641,10.461,0.0,1,0.812
8714,647,North,car,472,168,2.316,2.756,11.0,1,0.667
8714,642,North,car,551,185,4.771,0.176,8.9,2,0.644
8714,610,East,car,939,185,4.331,3.682,0.0,3,0.621
8714,638,East,car,856,152,1.151,2.587,0.2,1,0.477
8714,574,South,car,956,689,0.796,14.333,0.0,3,0.387
8714,636,North,car,539,117,6.441,5.469,3.9,3,0.371
8714,595,East,car,907,143,1.665,5.595,0.6,1,0.328
8714,619,North,car,578,155,6.407,1.478,3.7,3,0.326
8714,634,West,car,51,587,6.446,13.859,0.1,2,0.264
8715,639,North,truck,647,425,3.458,-6.948,12.2,3,0.964
8715,579,West,car,334,493,5.561,3.196,0.1,2,0.892
8715,635,North,car,802,232,8.89,-3.751,6.9,3,0.872
8715,600,West,car,221,451,3.759,6.533,0.0,3,0.867
8715,594,West,car,145,549,5.934,9.709,0.0,2,0.865
8715,564,North,car,668,307,5.205,-4.937,9.2,3,0.837
8715,593,West,car,135,652,8.642,10.461,0.0,1,0.811
8715,647,North,car,473,169,2.308,2.647,10.9,1,0.632
8715,610,East,car,939,185,4.331,3.681,0.0,3,0.621
8715,588,West,car,315,610,8.204,4.274,0.0,1,0.523
8715,650,North,car,498,121,4.612,6.507,6.7,2,0.515
8715,638,East,car,856,152,1.151,2.588,0.2,1,0.47
8715,574,South,car,956,689,0.796,14.332,0.0,3,0.365
8715,636,North,car,539,117,6.44,5.444,3.8,3,0.361
8715,619,North,car,579,156,6.42,1.423,3.8,3,0.36
8715,595,East,car,907,143,1.661,5.592,0.6,1,0.311
8715,634,West,car,51,587,6.447,13.86,0.1,2,0.29
8716,639,North,truck,652,432,3.473,-7.049,12.0,3,0.956
8716,579,West,car,334,493,5.564,3.195,0.1,2,0.889
8716,564,North,car,671,311,5.199,-5.035,9.2,3,0.873
8716,635,North,car,806,232,8.936,-3.781,6.9,3,0.869
8716,600,West,car,221,451,3.759,6.534,0.0,3,0.865
8716,594,West,car,145,549,5.934,9.709,0.0,2,0.861
8716,593,West,car,135,652,8.641,10.461,0.0,1,0.801
8716,588,West,car,315,610,8.2,4.276,0.0,1,0.7
8716,610,East,car,939,185,4.332,3.68,0.0,3,0.617
8716,647,North,car,473,170,2.308,2.565,11.1,1,0.525
8716,642,North,car,554,189,4.777,-0.054,9.0,2,0.486
8716,638,East,car,856,152,1.153,2.589,0.2,1,0.466
8716,650,North,car,498,121,4.641,6.467,6.7,2,0.455
8716,619,North,car,580,156,6.418,1.386,3.8,3,0.444
8716,574,South,car,956,689,0.796,14.333,0.0,3,0.368
8716,636,North,car,540,117,6.466,5.397,3.9,3,0.35
8716,595,East,car,907,143,1.655,5.582,0.6,1,0.299
8716,634,West,car,51,587,6.451,13.86,0.1,2,0.267
8717,639,North,truck,658,439,3.503,-7.151,12.0,3,0.961
8717,579,West,car,334,493,5.56,3.196,0.1,2,0.892
8717,564,North,car,674,314,5.213,-5.103,9.0,3,0.884
8717,600,West,car,221,451,3.759,6.534,0.0,3,0.866
8717,594,West,car,145,549,5.933,9.709,0.0,2,0.864
8717,635,North,car,811,232,8.998,-3.813,6.9,3,0.826
8717,593,West,car,135,652,8.641,10.461,0.1,1,0.813
8717,588,West,car,315,610,8.199,4.275,0.0,1,0.619
8717,610,East,car,939,185,4.331,3.681,0.0,3,0.614
8717,647,North,car,473,171,2.276,2.497,11.2,1,0.602
8717,642,North,car,555,190,4.789,-0.133,9.2,2,0.517
8717,638,East,car,856,152,1.152,2.59,0.2,1,0.466
8717,650,North,car,499,121,4.64,6.396,6.7,2,0.449
8717,574,South,car,956,689,0.797,14.333,0.0,3,0.406
8717,636,North,car,540,117,6.462,5.381,4.0,3,0.356
8717,619,North,car,580,157,6.414,1.345,3.8,3,0.35
8717,595,East,car,907,143,1.659,5.587,0.6,1,0.316
8718,639,North,truck,663,447,3.514,-7.257,12.0,3,0.959
8718,564,North,car,678,317,5.243,-5.178,9.0,3,0.902
8718,579,West,car,334,493,5.559,3.196,0.0,2,0.891
8718,600,West,car,221,451,3.758,6.535,0.0,3,0.869
8718,588,West,car,315,610,8.199,4.276,0.0,1,0.868
8718,594,West,car,145,549,5.932,9.709,0.0,2,0.864
8718,635,North,car,815,233,9.051,-3.84,6.9,3,0.851
8718,593,West,car,135,652,8.641,10.462,0.1,1,0.804
8718,610,East,car,939,185,4.331,3.684,0.1,3,0.626
8718,647,North,car,473,173,2.266,2.372,11.5,1,0.593
8718,642,North,car,557,191,4.809,-0.225,9.3,2,0.542
8718,638,East,car,856,152,1.155,2.581,0.2,1,0.511
8718,650,North,car,499,122,4.637,6.311,6.8,2,0.388
8718,574,South,car,956,689,0.796,14.332,0.0,3,0.384
8718,595,East,car,906,143,1.654,5.58,0.6,1,0.324
8718,636,North,car,540,118,6.455,5.339,4.0,3,0.322
8718,634,West,car,51,587,6.447,13.86,0.1,2,0.261
8718,619,North,car,583,157,6.503,1.271,3.8,3,0.261
8719,639,North,truck,668,453,3.542,-7.341,11.8,3,0.953
8719,579,West,car,334,493,5.559,3.195,0.0,2,0.894
8719,588,West,car,315,609,8.198,4.276,0.0,1,0.87
8719,600,West,car,221,451,3.757,6.534,0.0,3,0.868
8719,594,West,car,145,549,5.93,9.709,0.0,2,0.865
8719,635,North,car,819,233,9.103,-3.87,6.8,3,0.863
8719,593,West,car,135,652,8.64,10.462,0.1,1,0.808
8719,610,East,car,939,185,4.33,3.688,0.1,3,0.63
8719,642,North,car,558,193,4.8,-0.339,9.7,2,0.602
8719,638,East,car,856,152,1.154,2.581,0.2,1,0.52
8719,647,North,car,473,173,2.275,2.374,11.1,1,0.516
8719,564,North,car,681,321,5.239,-5.262,9.0,3,0.448
8719,574,South,car,956,689,0.796,14.332,0.0,3,0.416
8719,595,East,car,907,143,1.654,5.584,0.5,1,0.33
8719,650,North,car,499,122,4.638,6.26,6.8,2,0.323
8719,619,North,car,583,157,6.486,1.245,3.9,3,0.298
8719,636,North,car,540,118,6.46,5.304,4.0,3,0.27
8719,634,West,car,51,586,6.435,13.859,0.1,2,0.267
8720,639,North,truck,673,461,3.543,-7.442,11.6,3,0.954
8720,579,West,car,334,493,5.559,3.196,0.1,2,0.896
8720,635,North,car,823,233,9.163,-3.887,6.7,3,0.882
8720,588,West,car,315,609,8.197,4.275,0.0,1,0.874
8720,600,West,car,221,451,3.755,6.536,0.0,3,0.874
8720,594,West,car,145,549,5.929,9.709,0.0,2,0.867
8720,564,North,car,684,326,5.207,-5.386,9.1,3,0.833
8720,593,West,car,135,652,8.64,10.462,0.1,1,0.812
8720,642,North,car,558,194,4.792,-0.41,9.4,2,0.672
8720,610,East,car,939,185,4.33,3.686,0.1,3,0.631
8720,638,East,car,856,152,1.153,2.582,0.2,1,0.52
8720,647,North,car,474,173,2.3,2.341,10.7,1,0.475
8720,574,South,car,956,689,0.795,14.333,0.0,3,0.419
8720,619,North,car,584,158,6.492,1.216,3.9,3,0.409
8720,595,East,car,906,143,1.642,5.549,0.7,1,0.336
8720,650,North,car,500,122,4.665,6.214,6.9,2,0.309
8720,634,West,car,51,586,6.431,13.859,0.1,2,0.263
8720,636,North,car,541,119,6.436,5.195,4.3,3,0.252
8721,639,North,truck,679,469,3.569,-7.547,11.6,3,0.905
8721,579,West,car,334,493,5.558,3.195,0.1,2,0.895
8721,600,West,car,221,451,3.755,6.536,0.0,3,0.87
8721,594,West,car,145,549,5.929,9.709,0.0,2,0.865
8721,588,West,car,315,609,8.198,4.275,0.0,1,0.846
8721,593,West,car,135,652,8.64,10.462,0.1,1,0.812
8721,635,North,car,827,233,9.211,-3.916,6.7,3,0.783
8721,642,North,car,560,196,4.788,-0.527,9.5,2,0.651
8721,610,East,car,939,185,4.329,3.683,0.0,3,0.63
8721,638,East,car,856,152,1.153,2.582,0.2,1,0.508
8721,574,South,car,956,689,0.796,14.333,0.0,3,0.506
8721,564,North,car,687,329,5.223,-5.457,9.1,3,0.475
8721,647,North,car,474,173,2.309,2.337,10.4,1,0.458
8721,619,North,car,585,158,6.498,1.182,3.9,3,0.423
8721,650,North,car,501,123,4.669,6.111,6.9,2,0.382
8721,595,East,car,906,143,1.651,5.565,0.5,1,0.337
8721,636,North,car,541,119,6.457,5.166,4.4,3,0.283
8721,634,West,car,51,586,6.429,13.859,0.1,2,0.274
8722,639,North,truck,685,477,3.579,-7.651,11.6,3,0.945
8722,579,West,car,334,493,5.558,3.194,0.1,2,0.896
8722,564,North,car,691,333,5.229,-5.539,9.0,3,0.879
8722,600,West,car,221,451,3.755,6.535,0.0,3,0.875
8722,588,West,car,315,609,8.197,4.273,0.0,1,0.872
8722,594,West,car,145,549,5.928,9.709,0.0,2,0.871
8722,593,West,car,135,652,8.639,10.462,0.1,1,0.817
8722,635,North,car,831,233,9.268,-3.934,6.6,3,0.81
8722,642,North,car,561,198,4.782,-0.619,9.3,2,0.74
8722,610,East,car,939,185,4.329,3.68,0.0,3,0.66
8722,647,North,car,476,175,2.333,2.144,10.6,1,0.564
8722,638,East,car,856,152,1.153,2.583,0.2,1,0.549
8722,619,North,car,585,159,6.506,1.141,3.9,3,0.529
8722,574,South,car,956,689,0.795,14.334,0.0,3,0.482
8722,650,North,car,501,124,4.654,6.013,7.2,2,0.479
8722,636,North,car,542,120,6.452,5.087,4.5,3,0.369
8722,595,East,car,906,143,1.645,5.554,0.6,1,0.367
8722,634,West,car,51,586,6.426,13.86,0.1,2,0.283
8723,639,North,truck,691,484,3.599,-7.732,11.4,3,0.925
8723,579,West,car,334,493,5.562,3.194,0.1,2,0.895
8723,600,West,car,221,451,3.755,6.536,0.0,3,0.879
8723,588,West,car,315,609,8.198,4.272,0.0,1,0.875
8723,594,West,car,145,549,5.927,9.708,0.0,2,0.871
8723,564,North,car,694,337,5.234,-5.622,8.9,3,0.87
8723,635,North,car,834,233,9.309,-3.957,6.5,3,0.835
8723,593,West,car,135,652,8.639,10.462,0.1,1,0.814
8723,642,North,car,563,200,4.801,-0.741,9.5,2,0.744
8723,610,East,car,939,185,4.33,3.68,0.0,3,0.679
8723,647,North,car,477,177,2.356,2.01,10.7,1,0.604
8723,638,East,car,856,152,1.153,2.583,0.2,1,0.574
8723,650,North,car,501,124,4.663,5.969,7.3,2,0.493
8723,574,South,car,955,689,0.793,14.332,0.0,3,0.429
8723,619,North,car,587,160,6.512,1.026,4.0,3,0.428
8723,636,North,car,543,120,6.456,5.026,4.5,3,0.394
8723,595,East,car,906,143,1.641,5.545,0.6,1,0.371
8723,634,West,car,51,586,6.429,13.86,0.1,2,0.278
8724,639,North,truck,697,490,3.634,-7.802,11.2,3,0.942
8724,579,West,car,334,493,5.56,3.194,0.1,2,0.895
8724,564,North,car,698,340,5.252,-5.682,8.8,3,0.886
8724,600,West,car,221,451,3.755,6.536,0.0,3,0.88
8724,588,West,car,315,609,8.198,4.274,0.0,1,0.877
8724,594,West,car,145,549,5.928,9.708,0.0,2,0.871
8724,635,North,car,838,233,9.353,-3.972,6.4,3,0.845
8724,593,West,car,135,652,8.64,10.462,0.1,1,0.82
8724,642,North,car,565,202,4.807,-0.84,9.4,2,0.787
8724,610,East,car,939,185,4.33,3.679,0.0,3,0.678
8724,638,East,car,856,152,1.153,2.583,0.2,1,0.568
8724,647,North,car,478,180,2.364,1.733,11.8,1,0.534
8724,650,North,car,502,125,4.664,5.876,7.5,2,0.504
8724,636,North,car,543,120,6.463,4.993,4.5,3,0.44
8724,619,North,car,589,159,6.58,1.032,4.0,3,0.395
8724,574,South,car,955,689,0.793,14.337,0.0,3,0.395
8724,595,East,car,906,143,1.643,5.54,0.6,1,0.364
8724,634,West,car,51,586,6.425,13.86,0.1,2,0.295
8725,639,North,truck,703,495,3.678,-7.858,11.0,3,0.933
8725,564,North,car,701,345,5.242,-5.781,8.8,3,0.901
8725,579,West,car,334,493,5.563,3.194,0.0,2,0.897
8725,600,West,car,221,451,3.755,6.535,0.0,3,0.88
8725,594,West,car,145,549,5.931,9.709,0.0,2,0.875
8725,588,West,car,315,609,8.197,4.273,0.0,1,0.868
8725,593,West,car,135,652,8.641,10.462,0.1,1,0.825
8725,642,North,car,566,203,4.827,-0.933,9.8,2,0.776
8725,610,East,car,939,185,4.33,3.678,0.0,3,0.678
8725,647,North,car,479,183,2.334,1.535,12.0,1,0.637
8725,619,North,car,590,160,6.591,1.001,4.0,3,0.622
8725,638,East,car,856,152,1.154,2.576,0.2,1,0.582
8725,650,North,car,503,126,4.646,5.715,7.8,2,0.552
8725,636,North,car,543,121,6.452,4.924,4.6,3,0.51
8725,574,South,car,955,689,0.789,14.34,0.0,3,0.381
8725,595,East,car,906,143,1.643,5.525,0.6,1,0.373
8725,634,West,car,51,586,6.422,13.86,0.1,2,0.316
8725,635,North,car,842,234,9.403,-4.009,6.4,3,0.281
8726,639,North,truck,707,498,3.707,-7.888,10.7,3,0.923
8726,564,North,car,705,349,5.245,-5.86,8.8,3,0.901
8726,579,West,car,334,493,5.563,3.196,0.1,2,0.897
8726,600,West,car,221,451,3.756,6.533,0.0,3,0.882
8726,594,West,car,145,549,5.93,9.709,0.0,2,0.878
8726,588,West,car,315,609,8.197,4.272,0.0,1,0.848
8726,593,West,car,135,652,8.641,10.462,0.1,1,0.827
8726,642,North,car,567,206,4.796,-1.076,9.9,2,0.794
8726,647,North,car,480,185,2.351,1.38,12.1,1,0.682
8726,610,East,car,939,185,4.329,3.682,0.0,3,0.661
8726,619,North,car,590,162,6.538,0.854,4.2,3,0.621
8726,638,East,car,856,152,1.152,2.579,0.2,1,0.523
8726,650,North,car,503,127,4.655,5.63,7.9,2,0.475
8726,636,North,car,544,121,6.458,4.873,4.8,3,0.474
8726,634,West,car,51,586,6.422,13.859,0.1,2,0.356
8726,595,East,car,906,143,1.643,5.523,0.6,1,0.326
8726,574,South,car,954,689,0.781,14.337,0.1,3,0.286
8726,635,North,car,847,234,9.466,-4.021,6.4,3,0.269
8727,579,West,car,334,493,5.564,3.196,0.0,2,0.898
8727,564,North,car,709,352,5.258,-5.929,8.7,3,0.894
8727,639,North,truck,714,502,3.778,-7.938,10.4,3,0.893
8727,600,West,car,221,451,3.757,6.532,0.0,3,0.884
8727,594,West,car,145,549,5.932,9.708,0.0,2,0.879
8727,588,West,car,315,609,8.198,4.274,0.0,1,0.877
8727,593,West,car,135,652,8.642,10.46,0.1,1,0.832
8727,635,North,car,850,234,9.507,-4.042,6.3,3,0.819
8727,642,North,car,569,207,4.805,-1.158,9.8,2,0.809
8727,619,North,car,592,163,6.541,0.765,4.3,3,0.705
8727,647,North,car,481,186,2.349,1.263,12.3,1,0.683
8727,610,East,car,939,185,4.331,3.678,0.0,3,0.681
8727,638,East,car,856,152,1.153,2.577,0.2,1,0.55
8727,636,North,car,544,122,6.44,4.788,4.8,3,0.529
8727,650,North,car,504,127,4.665,5.551,8.0,2,0.45
8727,634,West,car,51,586,6.415,13.859,0.1,2,0.385
8727,595,East,car,906,143,1.647,5.556,0.4,1,0.359
8728,579,West,car,334,493,5.566,3.196,0.0,2,0.9
8728,600,West,car,221,451,3.757,6.532,0.0,3,0.886
8728,594,West,car,145,549,5.933,9.709,0.0,2,0.879
8728,588,West,car,315,609,8.198,4.275,0.0,1,0.877
8728,564,North,car,712,355,5.271,-5.996,8.6,3,0.857
8728,639,North,truck,721,505,3.835,-7.97,10.1,3,0.856
8728,593,West,car,135,652,8.642,10.464,0.1,1,0.832
8728,635,North,car,853,234,9.542,-4.06,6.2,3,0.815
8728,642,North,car,571,209,4.827,-1.261,10.0,2,0.815
8728,647,North,car,482,188,2.36,1.14,12.4,1,0.74
8728,619,North,car,593,164,6.553,0.695,4.4,3,0.687
8728,610,East,car,939,185,4.331,3.679,0.0,3,0.687
8728,638,East,car,856,152,1.153,2.576,0.2,1,0.552
8728,636,North,car,544,122,6.431,4.782,4.7,3,0.503
8728,650,North,car,504,128,4.675,5.492,7.7,2,0.451
8728,634,West,car,51,586,6.418,13.858,0.1,2,0.371
8728,595,East,car,906,143,1.651,5.541,0.5,1,0.347
8728,574,South,car,949,689,0.749,14.343,0.2,3,0.313
8729,579,West,car,334,493,5.573,3.19,0.0,2,0.9
8729,600,West,car,221,451,3.756,6.533,0.0,3,0.887
8729,594,West,car,145,549,5.933,9.709,0.0,2,0.88
8729,639,North,truck,727,507,3.906,-7.995,9.9,3,0.88
8729,588,West,car,315,609,8.198,4.275,0.0,1,0.877
8729,564,North,car,716,361,5.261,-6.098,8.6,3,0.86
8729,635,North,car,857,234,9.598,-4.083,6.2,3,0.855
8729,593,West,car,135,652,8.641,10.464,0.1,1,0.834
8729,647,North,car,483,190,2.378,1.022,12.3,1,0.773
8729,642,North,car,573,211,4.846,-1.377,10.1,2,0.755
8729,610,East,car,939,185,4.329,3.679,0.0,3,0.701
8729,619,North,car,594,166,6.536,0.585,4.5,3,0.687
8729,638,East,car,856,152,1.153,2.575,0.2,1,0.573
8729,636,North,car,544,123,6.422,4.761,4.6,3,0.5
8729,650,North,car,505,129,4.667,5.389,8.1,2,0.469
8729,634,West,car,51,586,6.415,13.858,0.1,2,0.381
8729,595,East,car,906,143,1.65,5.528,0.5,1,0.355
8729,574,South,car,954,689,0.783,14.331,0.1,3,0.278
8730,564,North,car,721,365,5.266,-6.178,8.6,3,0.897
8730,579,West,car,334,493,5.573,3.188,0.0,2,0.897
8730,600,West,car,221,451,3.755,6.534,0.0,3,0.884
8730,594,West,car,145,549,5.932,9.703,0.0,2,0.881
8730,588,West,car,315,609,8.198,4.274,0.0,1,0.878
8730,593,West,car,135,652,8.644,10.465,0.1,1,0.834
8730,639,North,truck,732,511,3.944,-8.03,9.6,3,0.742
8730,642,North,car,575,213,4.856,-1.453,10.0,3,0.723
8730,619,North,car,595,167,6.544,0.52,4.6,3,0.714
8730,647,North,car,484,192,2.39,0.87,12.2,1,0.709
8730,610,East,car,939,185,4.326,3.686,0.0,3,0.685
8730,635,North,car,858,234,9.599,-4.09,5.9,3,0.675
8730,638,East,car,856,152,1.151,2.577,0.2,1,0.536
8730,636,North,car,545,123,6.429,4.702,4.6,3,0.422
8730,650,North,car,505,130,4.664,5.277,8.2,2,0.387
8730,634,West,car,51,585,6.405,13.861,0.1,2,0.357
8730,595,East,car,906,143,1.643,5.538,0.5,1,0.329
8731,579,West,car,334,493,5.572,3.189,0.0,2,0.894
8731,564,North,car,724,369,5.275,-6.247,8.5,3,0.893
8731,600,West,car,221,451,3.755,6.532,0.0,3,0.881
8731,594,West,car,145,549,5.936,9.704,0.0,2,0.88
8731,588,West,car,315,609,8.197,4.274,0.0,1,0.88
8731,593,West,car,135,652,8.645,10.46,0.0,1,0.834
8731,639,North,truck,736,514,3.956,-8.066,9.2,3,0.829
8731,642,North,car,576,215,4.837,-1.574,9.8,3,0.798
8731,619,North,car,597,168,6.542,0.422,4.6,3,0.79
8731,647,North,car,485,192,2.415,0.827,12.4,1,0.676
8731,610,East,car,939,185,4.327,3.694,0.1,3,0.664
8731,635,North,car,866,235,9.706,-4.132,6.1,3,0.545
8731,638,East,car,856,152,1.152,2.576,0.2,1,0.509
8731,636,North,car,545,123,6.44,4.65,4.5,3,0.481
8731,650,North,car,506,130,4.683,5.237,8.0,2,0.395
8731,634,West,car,51,586,6.411,13.861,0.1,2,0.325
8731,595,East,car,906,143,1.642,5.548,0.4,1,0.299
8731,574,South,car,959,689,0.819,14.322,0.1,3,0.26
8732,579,West,car,334,493,5.573,3.188,0.0,2,0.894
8732,564,North,car,728,373,5.277,-6.318,8.4,3,0.881
8732,600,West,car,221,451,3.755,6.533,0.0,3,0.88
8732,588,West,car,315,609,8.196,4.273,0.0,1,0.879
8732,594,West,car,145,549,5.936,9.704,0.0,2,0.879
8732,639,North,truck,734,518,3.906,-8.103,8.9,3,0.843
8732,593,West,car,135,652,8.643,10.46,0.0,1,0.834
8732,619,North,car,599,168,6.579,0.366,4.6,3,0.789
8732,642,North,car,577,217,4.834,-1.641,9.8,3,0.784
